GENE PRODUCT DB,GENE PRODUCT ID,SYMBOL,GO TERM,GO NAME,ECO ID,GO EVIDENCE CODE,REFERENCE,WITH/FROM,TAXON ID,GO ASPECT,Organel,Gene,Gene name,Reliability,Main location,Additional location,Extracellular location,Enhanced,Supported,Approved,Uncertain,Single-cell variation intensity,Single-cell variation spatial,Cell cycle dependency,GO id
UniProtKB,A0A024QYR6,PTEN,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000171862,PTEN,Supported,Cytosol,Mid piece;Nucleoplasm;Principal piece,,,Cytosol;Nucleoplasm,Mid piece;Principal piece,,,,,Cytosol (GO:0005829);Mid piece (GO:0097225);Nucleoplasm (GO:0005654);Principal piece (GO:0097228)
UniProtKB,A0A024R1X5,BECN1,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000126581,BECN1,Supported,Cytosol,Nuclear bodies,,,Cytosol;Nuclear bodies,,,,,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604)
UniProtKB,A0A024R3Y4,A0A024R3Y4,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,ARBA:ARBA00027755|UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A024R4A8,BOK,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,ARBA:ARBA00027755|UniProtKB:Q792S6|ensembl:ENSRNOP00000024693|UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A024R6A3,PSEN1,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000080815,PSEN1,Supported,Golgi apparatus,Cell Junctions;Nucleoplasm,,,Golgi apparatus,,Cell Junctions;Nucleoplasm,Golgi apparatus,,,Cell Junctions (GO:0030054);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
UniProtKB,A0A024RA73,CARD4,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A024RCM4,BAG6,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000204463,BAG6,Supported,Nucleoplasm,Cytosol;Vesicles,,,Cytosol;Nucleoplasm,Vesicles,,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
UniProtKB,A0A024RCP5,A0A024RCP5,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A024RCS3,A0A024RCS3,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A075B7D2,BABAM2,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,UniProtKB-KW:KW-0053|UniRule:UR001478814,9606,P,apoptosis,ENSG00000158019,BABAM2,Supported,Cytosol,,,,Cytosol,,,,,,Cytosol (GO:0005829)
UniProtKB,A0A087WT22,TP53,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,InterPro:IPR002117|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000141510,TP53,Enhanced,Nucleoplasm,Cytosol;Vesicles,,Nucleoplasm,Cytosol,Vesicles,,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
UniProtKB,A0A087WT64,MCL1,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,ARBA:ARBA00027755|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000143384,MCL1,Enhanced,Mitochondria,,,Mitochondria,,,,Mitochondria,,,Mitochondria (GO:0005739)
UniProtKB,A0A087WTL4,BCL2L13,GO:0006915,apoptotic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR042398,9606,P,apoptosis,ENSG00000099968,BCL2L13,Enhanced,Mitochondria,,,Mitochondria,,,,,,,Mitochondria (GO:0005739)
UniProtKB,A0A087WTM9,FAS,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,InterPro:IPR008063|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000026103,FAS,Supported,Plasma membrane,Cytosol;Nuclear bodies,Predicted to be secreted,,Plasma membrane,Cytosol;Nuclear bodies,,,,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Plasma membrane (GO:0005886)
UniProtKB,A0A087WTW5,CASP8AP2,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000118412,CASP8AP2,Approved,Nuclear bodies;Nucleoli,,,,,Nuclear bodies;Nucleoli,,,,,Nuclear bodies (GO:0016604);Nucleoli (GO:0005730)
UniProtKB,A0A087WUJ8,IFI27,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A087WV79,IFI27,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A087WVN8,STK4,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,ARBA:ARBA00027755|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000101109,STK4,Supported,Nuclear bodies,Cytosol;Nucleoplasm,,,Cytosol;Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
UniProtKB,A0A087WW40,SH3GLB1,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000097033,SH3GLB1,Supported,Cytosol,,,,Cytosol,,,Cytosol,,,Cytosol (GO:0005829)
UniProtKB,A0A087WW80,BCL2L13,GO:0006915,apoptotic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR042398,9606,P,apoptosis,ENSG00000099968,BCL2L13,Enhanced,Mitochondria,,,Mitochondria,,,,,,,Mitochondria (GO:0005739)
UniProtKB,A0A087WWW9,BCL10,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,InterPro:IPR033238|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000142867,BCL10,Supported,Cytosol,Nucleoplasm,,,Cytosol,Nucleoplasm,,Cytosol,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
UniProtKB,A0A087WX97,BCL2L13,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,InterPro:IPR042398|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000099968,BCL2L13,Enhanced,Mitochondria,,,Mitochondria,,,,,,,Mitochondria (GO:0005739)
UniProtKB,A0A087WXZ1,TP53,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,InterPro:IPR002117|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000141510,TP53,Enhanced,Nucleoplasm,Cytosol;Vesicles,,Nucleoplasm,Cytosol,Vesicles,,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
UniProtKB,A0A087WYJ3,PDCD2,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000071994,PDCD2,Approved,Nucleoplasm,Cytokinetic bridge,,,,Cytokinetic bridge;Nucleoplasm,,Cytokinetic bridge,,Cytokinetic bridge (biological definition),Cytokinetic bridge (GO:0045171);Nucleoplasm (GO:0005654)
UniProtKB,A0A087WZ06,STK3,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,ARBA:ARBA00027755|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000104375,STK3,Approved,Intermediate filaments;Rods & Rings,,,,,Intermediate filaments;Rods & Rings,,Intermediate filaments,,,Intermediate filaments (GO:0045111);Rods & Rings ()
UniProtKB,A0A087WZR1,IFI27,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A087X033,PTEN,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000171862,PTEN,Supported,Cytosol,Mid piece;Nucleoplasm;Principal piece,,,Cytosol;Nucleoplasm,Mid piece;Principal piece,,,,,Cytosol (GO:0005829);Mid piece (GO:0097225);Nucleoplasm (GO:0005654);Principal piece (GO:0097228)
UniProtKB,A0A087X174,IFI27,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A087X1Q1,TP53,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,ARBA:ARBA00027755|InterPro:IPR002117|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000141510,TP53,Enhanced,Nucleoplasm,Cytosol;Vesicles,,Nucleoplasm,Cytosol,Vesicles,,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
UniProtKB,A0A088AWP5,PRUNE2,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000106772,PRUNE2,Approved,Cytosol,,,,,Cytosol,,,,,Cytosol (GO:0005829)
UniProtKB,A0A090N7U0,CUL1,GO:0006915,apoptotic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q9WTX6|ensembl:ENSMUSP00000031697,9606,P,apoptosis,ENSG00000055130,CUL1,Approved,Cytosol;Nucleoplasm,Nucleoli,,,Nucleoplasm,Cytosol;Nucleoli,,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
UniProtKB,A0A090N7W4,CDK5,GO:0006915,apoptotic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P49615|ensembl:ENSMUSP00000030814,9606,P,apoptosis,ENSG00000164885,CDK5,Supported,Nucleoplasm;Plasma membrane,Cell Junctions,,,Cell Junctions;Nucleoplasm;Plasma membrane,,,Nucleoplasm,,,Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
UniProtKB,A0A0A0MR25,FGFR2,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000066468,FGFR2,Approved,Cell Junctions,Nucleoplasm;Vesicles,Predicted to be secreted,,,Cell Junctions;Nucleoplasm;Vesicles,,,,,Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
UniProtKB,A0A0A0MR90,BCL2L13,GO:0006915,apoptotic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR042398,9606,P,apoptosis,ENSG00000099968,BCL2L13,Enhanced,Mitochondria,,,Mitochondria,,,,,,,Mitochondria (GO:0005739)
UniProtKB,A0A0A0MRB5,MADD,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000110514,MADD,Supported,Cytosol;Plasma membrane,,,,Cytosol,Plasma membrane,,,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886)
UniProtKB,A0A0A0MRG2,APP,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000142192,APP,Supported,Golgi apparatus,Vesicles,Predicted to be secreted,,Golgi apparatus,Vesicles,,,,,Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
UniProtKB,A0A0A0MRL7,CASP7,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000165806,CASP7,Approved,Nucleoli fibrillar center;Nucleoplasm,Plasma membrane,,,,Nucleoli fibrillar center;Nucleoplasm;Plasma membrane,,Nucleoplasm;Plasma membrane,,,Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
UniProtKB,A0A0A0MRY9,CIDEC,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,InterPro:IPR003508|UniProtKB-KW:KW-0053|UniRule:UR000416040,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0A0MTP9,FAIM2,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000135472,FAIM2,Uncertain,Intermediate filaments,,,,,,Intermediate filaments,,,,Intermediate filaments (GO:0045111)
UniProtKB,A0A0A0U7X4,TP53,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,InterPro:IPR002117|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000141510,TP53,Enhanced,Nucleoplasm,Cytosol;Vesicles,,Nucleoplasm,Cytosol,Vesicles,,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
UniProtKB,A0A0A8KB75,MDM2,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,ARBA:ARBA00027755|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000135679,MDM2,Supported,Cytosol;Nucleoplasm,Centriolar satellite;End piece;Mid piece;Principal piece,,,Cytosol;Nucleoplasm,Centriolar satellite;End piece;Mid piece;Principal piece,,End piece;Mid piece,,,Centriolar satellite (GO:0034451);Cytosol (GO:0005829);End piece (GO:0097229);Mid piece (GO:0097225);Nucleoplasm (GO:0005654);Principal piece (GO:0097228)
UniProtKB,A0A0B4J1S3,BIRC5,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000089685,BIRC5,Supported,Cytokinetic bridge,,,,Cytokinetic bridge,,,Cytokinetic bridge,,Cytokinetic bridge (biological definition),Cytokinetic bridge (GO:0045171)
UniProtKB,A0A0B4J260,PAWR,GO:0006915,apoptotic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR026117,9606,P,apoptosis,ENSG00000177425,PAWR,Supported,Actin filaments;Cytosol,Plasma membrane;Primary cilium tip,,,Cytosol,Actin filaments,Plasma membrane;Primary cilium tip,,,,Actin filaments (GO:0015629);Cytosol (GO:0005829);Plasma membrane (GO:0005886);Primary cilium tip (GO:0097542)
UniProtKB,A0A0B4J270,IFI27L2,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000119632,IFI27L2,Approved,Cytosol,Nucleoli,,,,Cytosol;Nucleoli,,Nucleoli,,,Cytosol (GO:0005829);Nucleoli (GO:0005730)
UniProtKB,A0A0C4DFW9,TP73,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,ARBA:ARBA00027755|InterPro:IPR002117|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000078900,TP73,Enhanced,Nucleoplasm;Plasma membrane,Basal body;Cell Junctions;Centrosome;Golgi apparatus;Vesicles,,Nucleoplasm;Plasma membrane,,Basal body;Cell Junctions;Centrosome;Golgi apparatus;Vesicles,,,,,Basal body (GO:0036064);Cell Junctions (GO:0030054);Centrosome (GO:0005813);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
UniProtKB,A0A0C4DG44,HTRA2,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000115317,HTRA2,Supported,Mitochondria,,,,Mitochondria,,,,,,Mitochondria (GO:0005739)
UniProtKB,A0A0C4DG75,CIDEC,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,InterPro:IPR003508|UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0C4DGG8,CCAR1,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000060339,CCAR1,Supported,Nucleoplasm,Golgi apparatus,,,Golgi apparatus;Nucleoplasm,,,,,,Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
UniProtKB,A0A0C4L134,p53,GO:0006915,apoptotic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR002117,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0C4MVT1,Bax,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0C4MW46,Bax,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0C4MWS3,Bax,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0D9SEI3,CDK11B,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000248333,CDK11B,Approved,Nuclear speckles,,,,,Nuclear speckles,,,,,Nuclear speckles (GO:0016607)
UniProtKB,A0A0D9SEN2,CDK11B,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000248333,CDK11B,Approved,Nuclear speckles,,,,,Nuclear speckles,,,,,Nuclear speckles (GO:0016607)
UniProtKB,A0A0D9SER1,WWOX,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000186153,WWOX,Approved,Golgi apparatus,Cytosol;Nucleoplasm,,,Cytosol;Nucleoplasm,Golgi apparatus,,,,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
UniProtKB,A0A0D9SER5,CDK11B,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000248333,CDK11B,Approved,Nuclear speckles,,,,,Nuclear speckles,,,,,Nuclear speckles (GO:0016607)
UniProtKB,A0A0G2JJM1,BAG6,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000204463,BAG6,Supported,Nucleoplasm,Cytosol;Vesicles,,,Cytosol;Nucleoplasm,Vesicles,,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
UniProtKB,A0A0G2JJR8,BAG6,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000204463,BAG6,Supported,Nucleoplasm,Cytosol;Vesicles,,,Cytosol;Nucleoplasm,Vesicles,,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
UniProtKB,A0A0G2JK23,BAG6,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000204463,BAG6,Supported,Nucleoplasm,Cytosol;Vesicles,,,Cytosol;Nucleoplasm,Vesicles,,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
UniProtKB,A0A0G2JL47,BAG6,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000204463,BAG6,Supported,Nucleoplasm,Cytosol;Vesicles,,,Cytosol;Nucleoplasm,Vesicles,,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
UniProtKB,A0A0G2JLR5,RASSF7,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000099849,RASSF7,Supported,Centriolar satellite,,,,Centriolar satellite,,,,,,Centriolar satellite (GO:0034451)
UniProtKB,A0A0G2JMW4,RASSF7,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000099849,RASSF7,Supported,Centriolar satellite,,,,Centriolar satellite,,,,,,Centriolar satellite (GO:0034451)
UniProtKB,A0A0G2JNC7,NAIP,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0G2JP55,TFPT,GO:0006915,apoptotic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR033555,9606,P,apoptosis,ENSG00000105619,TFPT,Supported,Nucleoplasm,,,,Nucleoplasm,,,,,,Nucleoplasm (GO:0005654)
UniProtKB,A0A0G2JPI4,TRIM69,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0G2JQE0,NAIP,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0G2JS53,NAIP,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0H3VB22,FASLG,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,InterPro:IPR028326|UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0J9YW18,BNIP3,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0M3M0G7,PDCD1,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,ARBA:ARBA00027755|UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0M4B4Y9,TP53,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,InterPro:IPR002117|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000141510,TP53,Enhanced,Nucleoplasm,Cytosol;Vesicles,,Nucleoplasm,Cytosol,Vesicles,,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
UniProtKB,A0A0S2A5D6,GDF6,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000156466,GDF6,Supported,Vesicles,Nuclear membrane;Nucleoplasm,Predicted to be secreted,,Vesicles,Nuclear membrane;Nucleoplasm,,,,,Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
UniProtKB,A0A0S2Z319,BAK1,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0S2Z381,ADA,GO:0006915,apoptotic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P03958|ensembl:ENSMUSP00000017841,9606,P,apoptosis,ENSG00000196839,ADA,Supported,Plasma membrane,Cytosol,,,Plasma membrane,,Cytosol,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886)
UniProtKB,A0A0S2Z383,NKX2-5,GO:0006915,apoptotic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P42582|ensembl:ENSMUSP00000015723,9606,P,apoptosis,ENSG00000183072,NKX2-5,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,,Cytosol,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
UniProtKB,A0A0S2Z391,BAK1,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,,,,,,,,,,,,,,
UniProtKB,A0A0S2Z3C5,BCL2L1,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,ARBA:ARBA00027755|UniProtKB:Q64373|ensembl:ENSMUSP00000105445|UniProtKB-KW:KW-0053|UniRule:UR000413482,9606,P,apoptosis,ENSG00000171552,BCL2L1,Approved,Mitochondria,Acrosome;Nucleoli fibrillar center,,,,Acrosome;Mitochondria,Nucleoli fibrillar center,Acrosome,,,Acrosome (GO:0001669);Mitochondria (GO:0005739);Nucleoli fibrillar center (GO:0001650)
UniProtKB,A0A0S2Z3D2,BCL2L1,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,UniProtKB-KW:KW-0053|UniRule:UR000413482,9606,P,apoptosis,ENSG00000171552,BCL2L1,Approved,Mitochondria,Acrosome;Nucleoli fibrillar center,,,,Acrosome;Mitochondria,Nucleoli fibrillar center,Acrosome,,,Acrosome (GO:0001669);Mitochondria (GO:0005739);Nucleoli fibrillar center (GO:0001650)
UniProtKB,A0A0S2Z3G5,CASP10,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000003400,CASP10,Approved,Golgi apparatus,Vesicles,,,,Golgi apparatus;Vesicles,,,,,Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
UniProtKB,A0A0S2Z3H1,CASP2,GO:0006915,apoptotic process,ECO:0000501,IEA,GO_REF:0000120,ARBA:ARBA00027755|UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000106144,CASP2,Approved,Nucleoplasm,Basal body;Centrosome;Cytosol,,,,Basal body;Centrosome;Cytosol;Nucleoplasm,,Basal body,,,Basal body (GO:0036064);Centrosome (GO:0005813);Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
UniProtKB,A0A0S2Z3K4,BAG1,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000107262,BAG1,Supported,Nucleoplasm,Cytosol,,,Cytosol;Nucleoplasm,,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
UniProtKB,A0A0S2Z3Z5,CASP10,GO:0006915,apoptotic process,ECO:0007322,IEA,GO_REF:0000043,UniProtKB-KW:KW-0053,9606,P,apoptosis,ENSG00000003400,CASP10,Approved,Golgi apparatus,Vesicles,,,,Golgi apparatus;Vesicles,,,,,Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
UniProtKB,A0A0S2Z437,BTC,GO:0006915,apoptotic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q05928|ensembl:ENSMUSP00000112765,9606,P,apoptosis,,,,,,,,,,,,,,
